,Score,Metric
196,0.8881578947368421,Precision
197,0.8954248366013072,Precision
198,0.912751677852349,Precision
199,0.9006622516556292,Precision
200,0.9719019719019719,AUC
201,0.9644049644049644,AUC
202,0.9655389655389656,AUC
203,0.9674919674919674,AUC
204,0.9700749700749701,AUC
205,0.9758079758079758,AUC
206,0.9707049707049706,AUC
207,0.969066969066969,AUC
208,0.965916965916966,AUC
209,0.9606564606564607,AUC
210,0.9727209727209727,AUC
211,0.9713349713349713,AUC
212,0.9706419706419707,AUC
213,0.9632709632709632,AUC
214,0.9724059724059724,AUC
215,0.9695079695079696,AUC
216,0.9688149688149688,AUC
217,0.9697599697599697,AUC
218,0.9672399672399672,AUC
219,0.9645309645309644,AUC
220,0.9644049644049644,AUC
221,0.9698859698859699,AUC
222,0.9613179613179613,AUC
223,0.955962955962956,AUC
224,0.9684369684369685,AUC
225,0.9720279720279721,AUC
226,0.9690669690669691,AUC
227,0.9616959616959616,AUC
228,0.960939960939961,AUC
229,0.9684369684369684,AUC
230,0.9616959616959617,AUC
231,0.9644679644679643,AUC
232,0.9716499716499717,AUC
233,0.9564039564039564,AUC
234,0.9686259686259686,AUC
235,0.9608769608769607,AUC
236,0.9654129654129654,AUC
237,0.9637749637749637,AUC
238,0.9552699552699553,AUC
239,0.9674919674919674,AUC
240,0.9666099666099666,AUC
241,0.9635859635859635,AUC
242,0.9628299628299628,AUC
243,0.9664209664209663,AUC
244,0.9547659547659547,AUC
245,0.9594279594279593,AUC
246,0.9736659736659737,AUC
247,0.9627039627039627,AUC
248,0.9734139734139734,AUC
249,0.9606879606879607,AUC
250,0.9762742592584268,prc
251,0.9687367019680708,prc
252,0.9728188027262981,prc
253,0.9711951961193446,prc
254,0.9730668106064055,prc
255,0.9798296062468133,prc
256,0.9729848663062391,prc
257,0.9740419148183719,prc
258,0.969991935542631,prc
259,0.9609665745788232,prc
260,0.9763445402323722,prc
261,0.973952851879068,prc
262,0.9708141314169334,prc
263,0.9672195706864565,prc
264,0.9777180301900303,prc
265,0.9742014380518584,prc
266,0.9735142929549591,prc
267,0.975061395694338,prc
268,0.9720371944902261,prc
269,0.9655054022402421,prc
270,0.9677008003662597,prc
271,0.972097302706316,prc
272,0.9651591868242205,prc
273,0.955470243014828,prc
274,0.9728438910346753,prc
275,0.9751715550231561,prc
276,0.9742235187179887,prc
277,0.965345793180274,prc
278,0.965119284611231,prc
279,0.969185838888022,prc
280,0.9652714441788374,prc
281,0.9671847787968524,prc
282,0.9733819115850246,prc
283,0.9490830823355634,prc
284,0.9731016387922623,prc
285,0.9617677657772814,prc
286,0.9656478389131984,prc
287,0.9546562176763747,prc
288,0.9357857492730695,prc
289,0.9715940391316366,prc
290,0.9700664008254151,prc
291,0.9681774044850726,prc
292,0.961990386836464,prc
293,0.9630684896421652,prc
294,0.9571920480484315,prc
295,0.9568739766034853,prc
296,0.9782630172281064,prc
297,0.9683530498431819,prc
298,0.9785857408792826,prc
299,0.9537596350130828,prc
