,Score,Metric
196,0.8930817610062893,Precision
197,0.875,Precision
198,0.8903225806451613,Precision
199,0.8924050632911392,Precision
200,0.9615069615069616,AUC
201,0.9623889623889623,AUC
202,0.9672399672399673,AUC
203,0.9651294651294651,AUC
204,0.9618219618219618,AUC
205,0.9681219681219682,AUC
206,0.9693504693504693,AUC
207,0.9651609651609651,AUC
208,0.9645939645939646,AUC
209,0.9624204624204624,AUC
210,0.9684054684054685,AUC
211,0.9696024696024695,AUC
212,0.9701064701064701,AUC
213,0.9644049644049644,AUC
214,0.9615069615069615,AUC
215,0.9658224658224659,AUC
216,0.9676179676179677,AUC
217,0.9603729603729604,AUC
218,0.9670824670824671,AUC
219,0.967082467082467,AUC
220,0.9668619668619669,AUC
221,0.9738864738864739,AUC
222,0.960876960876961,AUC
223,0.9615699615699616,AUC
224,0.966924966924967,AUC
225,0.9673344673344674,AUC
226,0.9640899640899641,AUC
227,0.9702009702009702,AUC
228,0.9627984627984628,AUC
229,0.9693819693819694,AUC
230,0.9637434637434638,AUC
231,0.9613494613494613,AUC
232,0.9618534618534618,AUC
233,0.9605304605304605,AUC
234,0.9609084609084608,AUC
235,0.9607509607509607,AUC
236,0.963995463995464,AUC
237,0.9625779625779626,AUC
238,0.9616644616644617,AUC
239,0.9651294651294651,AUC
240,0.9627354627354627,AUC
241,0.9623889623889623,AUC
242,0.9624204624204623,AUC
243,0.9651924651924652,AUC
244,0.9586089586089586,AUC
245,0.9626724626724626,AUC
246,0.9665784665784666,AUC
247,0.9626724626724626,AUC
248,0.9668619668619669,AUC
249,0.9590184590184591,AUC
250,0.9593104257128103,prc
251,0.9593032425025307,prc
252,0.9682018523576134,prc
253,0.9647051045958376,prc
254,0.9610745559863176,prc
255,0.9688141441408952,prc
256,0.9665104995500677,prc
257,0.9656862765864893,prc
258,0.9654677342071746,prc
259,0.9605108657863725,prc
260,0.9695463535717108,prc
261,0.9701639669483975,prc
262,0.9700129595683751,prc
263,0.9651824399582367,prc
264,0.9622063977311202,prc
265,0.966730755964906,prc
266,0.9682821765340268,prc
267,0.9584212910179244,prc
268,0.9656916293678401,prc
269,0.9710017646964162,prc
270,0.9641375828742016,prc
271,0.976899446669199,prc
272,0.9607450228348723,prc
273,0.9635056577156851,prc
274,0.96838320103162,prc
275,0.9654832829373888,prc
276,0.9597508978382752,prc
277,0.9710568911538402,prc
278,0.9638592225210304,prc
279,0.9705841645504639,prc
280,0.9607329426722524,prc
281,0.9551839370011244,prc
282,0.9612973411891472,prc
283,0.9481611672156802,prc
284,0.9599870505472158,prc
285,0.9610350451491375,prc
286,0.9625113055541942,prc
287,0.9645834975782313,prc
288,0.9492028011905794,prc
289,0.9616903047484621,prc
290,0.9661312538103172,prc
291,0.9593674969682777,prc
292,0.9568838603390277,prc
293,0.9647383932342943,prc
294,0.9565558188570202,prc
295,0.9595967555240346,prc
296,0.9676090173958087,prc
297,0.9634155398553138,prc
298,0.9645719535625901,prc
299,0.9537573505821306,prc
