,Score,Metric
194,0.8104575163398693,Precision
195,0.8785714285714286,Precision
196,0.8445945945945946,Precision
197,0.8157894736842105,Precision
198,0.8636363636363636,Precision
199,0.8344827586206897,Precision
200,0.8528318528318529,AUC
201,0.8884898884898884,AUC
202,0.8674478674478674,AUC
203,0.8790713790713791,AUC
204,0.844011844011844,AUC
205,0.861998361998362,AUC
206,0.841932841932842,AUC
207,0.8369873369873371,AUC
208,0.8913248913248913,AUC
209,0.828891828891829,AUC
210,0.8254268254268254,AUC
211,0.8125433125433126,AUC
212,0.833049833049833,AUC
213,0.8800793800793801,AUC
214,0.8002268002268003,AUC
215,0.8010773010773011,AUC
216,0.873999873999874,AUC
217,0.8004473004473005,AUC
218,0.8582498582498581,AUC
219,0.8362943362943362,AUC
220,0.8116613116613116,AUC
221,0.7788382788382788,AUC
222,0.8364518364518365,AUC
223,0.8647703647703648,AUC
224,0.8382473382473382,AUC
225,0.8303093303093303,AUC
226,0.8486738486738488,AUC
227,0.8408618408618409,AUC
228,0.8668808668808667,AUC
229,0.8501228501228502,AUC
230,0.8128268128268128,AUC
231,0.8361998361998362,AUC
232,0.8212688212688213,AUC
233,0.863919863919864,AUC
234,0.8144963144963145,AUC
235,0.8440433440433439,AUC
236,0.8596358596358598,AUC
237,0.838877338877339,AUC
238,0.8778743778743778,AUC
239,0.860895860895861,AUC
240,0.8081648081648082,AUC
241,0.8416808416808417,AUC
242,0.8320733320733321,AUC
243,0.8333018333018334,AUC
244,0.8360423360423361,AUC
245,0.8937503937503938,AUC
246,0.8712278712278712,AUC
247,0.8324828324828324,AUC
248,0.833018333018333,AUC
249,0.8363258363258363,AUC
250,0.8433685696823723,prc
251,0.8898223566725871,prc
252,0.8623840166518132,prc
253,0.8787504238023244,prc
254,0.8266831590242297,prc
255,0.8402953145913074,prc
256,0.8472263944212857,prc
257,0.8278555201177298,prc
258,0.9179386806623646,prc
259,0.8240967930934525,prc
260,0.8447935494058536,prc
261,0.8103908191819826,prc
262,0.8198011091629984,prc
263,0.8877952420071478,prc
264,0.79134240481126,prc
265,0.8270722219684321,prc
266,0.8652893784321173,prc
267,0.825177431925414,prc
268,0.8372058743114428,prc
269,0.8476760552596452,prc
270,0.7979277007299553,prc
271,0.7948187382015134,prc
272,0.8340165082885656,prc
273,0.8736205538236006,prc
274,0.823450760628796,prc
275,0.8275983617377879,prc
276,0.827486215647475,prc
277,0.8595946612864064,prc
278,0.8497721385167306,prc
279,0.865868819622099,prc
280,0.8184124525231179,prc
281,0.8133486787720948,prc
282,0.8082822334013158,prc
283,0.8301275950160573,prc
284,0.7970043365456139,prc
285,0.855984735182623,prc
286,0.8439016631297203,prc
287,0.8415607694323766,prc
288,0.8760426461411313,prc
289,0.8483232976020563,prc
290,0.786135541384777,prc
291,0.8508618809122409,prc
292,0.8133384095863472,prc
293,0.8284925902558465,prc
294,0.8496248379802153,prc
295,0.8844573563091266,prc
296,0.8674594195700506,prc
297,0.8260879638855538,prc
298,0.8542088427527634,prc
299,0.8437344795739166,prc
